"","Gene","APAP","Control.1","Control.2"
"38335","ENSG00000207003",3,9,12
"38336","ENSG00000170684",6,6,9
"38337","ENSG00000267348",18,22,9
"38338","ENSG00000142252",19,14,12
"38339","ENSG00000007047",612,546,329
"38340","ENSG00000104866",602,388,339
"38341","ENSG00000267346",21,8,3
"38342","ENSG00000267044",5,11,5
"38343","ENSG00000179846",8,18,10
"38344","ENSG00000007255",169,187,299
"38345","ENSG00000189114",114,162,144
"38346","ENSG00000283632",148,242,178
"38347","ENSG00000104879",0,2,5
"38348","ENSG00000104892",4,5,6
"38349","ENSG00000104884",518,411,469
"38350","ENSG00000104881",243,149,136
"38351","ENSG00000117877",62,38,29
"38352","ENSG00000012061",461,547,480
"38353","ENSG00000125740",2338,362,15
"38354","ENSG00000125744",55,22,43
"38355","ENSG00000213889",9,4,11
"38356","ENSG00000125753",2138,844,769
"38357","ENSG00000125741",1153,994,639
"38358","ENSG00000177464",82,114,47
"38359","ENSG00000125746",465,224,319
"38360","ENSG00000010310",18,4,10
"38361","ENSG00000125743",1195,487,592
"38362","ENSG00000011478",175,134,132
"38363","ENSG00000177051",240,240,179
"38364","ENSG00000279407",59,71,18
"38365","ENSG00000237452",0,6,0
"38366","ENSG00000177045",60,97,68
"38367","ENSG00000259605",7,11,24
"38368","ENSG00000267395",14,13,17
"38369","ENSG00000104936",205,171,208
"38370","ENSG00000185800",376,327,256
"38371","ENSG00000104941",2,0,6
"38372","ENSG00000125755",2272,1806,1554
"38373","ENSG00000269148",24,32,9
"38374","ENSG00000170608",1119,862,851
"38375","ENSG00000170604",589,406,438
"38376","ENSG00000176182",79,69,99
"38377","ENSG00000104967",114,146,82
"38378","ENSG00000104983",131,77,68
"38379","ENSG00000211580",0,2,0
"38380","ENSG00000008438",5,8,5
"38381","ENSG00000268401",6,2,4
"38382","ENSG00000204869",2,1,2
"38383","ENSG00000267922",0,1,5
"38384","ENSG00000268053",3,7,18
"38385","ENSG00000188624",1,4,10
"38386","ENSG00000259339",0,0,2
"38387","ENSG00000204866",0,6,11
"38388","ENSG00000269729",2,1,11
"38389","ENSG00000268621",0,1,17
"38390","ENSG00000268879",0,0,2
"38391","ENSG00000268460",4,10,46
"38392","ENSG00000124440",12,26,140
"38393","ENSG00000199796",0,0,0
